List of benchmarks,d_0,
IPS Performance(3D),
Core Power(3D),
Logic Core Power(3D),.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,
Bank Power(3D),0.206,
Maximum Layer wise Bank Temperature(3D),100.36, 100.86, 100.86, 100.36, 100.86, 101.42, 101.42, 100.86, 100.86, 101.42, 101.42, 100.86, 100.36, 100.86, 100.86, 100.36, 98.13, 98.64, 98.64, 98.13, 98.64, 99.2, 99.2, 98.64, 98.64, 99.2, 99.2, 98.64, 98.13, 98.64, 98.64, 98.13, 95, 95.52, 95.52, 95, 95.52, 96.1, 96.1, 95.52, 95.52, 96.1, 96.1, 95.52, 95, 95.52, 95.52, 95, 90.99, 91.53, 91.53, 90.99, 91.53, 92.14, 92.14, 91.53, 91.53, 92.14, 92.14, 91.53, 90.99, 91.53, 91.53, 90.99, 86.12, 86.68, 86.68, 86.12, 86.68, 87.32, 87.32, 86.68, 86.68, 87.32, 87.32, 86.68, 86.12, 86.68, 86.68, 86.12, 80.41, 81.01, 81.01, 80.41, 81.01, 81.69, 81.69, 81.01, 81.01, 81.69, 81.69, 81.01, 80.41, 81.01, 81.01, 80.41, 73.9, 74.53, 74.53, 73.9, 74.53, 75.27, 75.27, 74.53, 74.53, 75.27, 75.27, 74.53, 73.9, 74.53, 74.53, 73.9, 66.63, 67.3, 67.3, 66.63, 67.3, 68.09, 68.09, 67.3, 67.3, 68.09, 68.09, 67.3, 66.63, 67.3, 67.3, 66.63,
LC Temperature,
Core Temperature(3D),
Maximum Bank Temperature(3D),101.42
Maximum LC Temperature(3D),102.75
Maximum Core Temperature(3D),-273
Access_trace,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,
Leakage_trace,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
List of benchmarks,d_0,
IPS Performance(3D),
Core Power(3D),
Logic Core Power(3D),.0001,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,
Bank Power(3D),0.193125,
Maximum Layer wise Bank Temperature(3D),74.48, 91.58, 97.23, 98.03, 91.58, 96.11, 98.49, 98.71, 97.23, 98.49, 99.16, 98.94, 98.03, 98.71, 98.94, 98.6, 73.45, 89.84, 95.19, 95.91, 89.84, 94.17, 96.41, 96.58, 95.19, 96.41, 97.05, 96.8, 95.91, 96.58, 96.8, 96.45, 71.98, 87.36, 92.3, 92.91, 87.36, 91.41, 93.48, 93.58, 92.3, 93.48, 94.07, 93.79, 92.91, 93.58, 93.79, 93.42, 70.11, 84.17, 88.57, 89.05, 84.17, 87.87, 89.71, 89.72, 88.57, 89.71, 90.24, 89.91, 89.05, 89.72, 89.91, 89.51, 67.87, 80.27, 84.03, 84.35, 80.27, 83.54, 85.12, 85.02, 84.03, 85.12, 85.58, 85.19, 84.35, 85.02, 85.19, 84.75, 65.3, 75.67, 78.69, 78.83, 75.67, 78.45, 79.74, 79.51, 78.69, 79.74, 80.12, 79.65, 78.83, 79.51, 79.65, 79.17, 62.48, 70.37, 72.58, 72.51, 70.37, 72.62, 73.58, 73.21, 72.58, 73.58, 73.87, 73.32, 72.51, 73.21, 73.32, 72.79, 59.46, 64.38, 65.73, 65.45, 64.38, 66.06, 66.68, 66.16, 65.73, 66.68, 66.88, 66.24, 65.45, 66.16, 66.24, 65.65,
LC Temperature,
Core Temperature(3D),
Maximum Bank Temperature(3D),99.16
Maximum LC Temperature(3D),100.4
Maximum Core Temperature(3D),-273
Access_trace,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,
Leakage_trace,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
List of benchmarks,d_0,
IPS Performance(3D),
Core Power(3D),
Logic Core Power(3D),.0001,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,
Bank Power(3D),0.193125,
Maximum Layer wise Bank Temperature(3D),74.48, 91.58, 97.23, 98.03, 91.58, 96.11, 98.49, 98.71, 97.23, 98.49, 99.16, 98.94, 98.03, 98.71, 98.94, 98.6, 73.45, 89.84, 95.19, 95.91, 89.84, 94.17, 96.41, 96.58, 95.19, 96.41, 97.05, 96.8, 95.91, 96.58, 96.8, 96.45, 71.98, 87.36, 92.3, 92.91, 87.36, 91.41, 93.48, 93.58, 92.3, 93.48, 94.07, 93.79, 92.91, 93.58, 93.79, 93.42, 70.11, 84.17, 88.57, 89.05, 84.17, 87.87, 89.71, 89.72, 88.57, 89.71, 90.24, 89.91, 89.05, 89.72, 89.91, 89.51, 67.87, 80.27, 84.03, 84.35, 80.27, 83.54, 85.12, 85.02, 84.03, 85.12, 85.58, 85.19, 84.35, 85.02, 85.19, 84.75, 65.3, 75.67, 78.69, 78.83, 75.67, 78.45, 79.74, 79.51, 78.69, 79.74, 80.12, 79.65, 78.83, 79.51, 79.65, 79.17, 62.48, 70.37, 72.58, 72.51, 70.37, 72.62, 73.58, 73.21, 72.58, 73.58, 73.87, 73.32, 72.51, 73.21, 73.32, 72.79, 59.46, 64.38, 65.73, 65.45, 64.38, 66.06, 66.68, 66.16, 65.73, 66.68, 66.88, 66.24, 65.45, 66.16, 66.24, 65.65,
LC Temperature,
Core Temperature(3D),
Maximum Bank Temperature(3D),99.16
Maximum LC Temperature(3D),100.4
Maximum Core Temperature(3D),-273
Access_trace,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,
Leakage_trace,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
List of benchmarks,d_0,
IPS Performance(3D),
Core Power(3D),
Logic Core Power(3D),.0001,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,
Bank Power(3D),0.193125,
Maximum Layer wise Bank Temperature(3D),74.48, 91.58, 97.23, 98.03, 91.58, 96.11, 98.49, 98.71, 97.23, 98.49, 99.16, 98.94, 98.03, 98.71, 98.94, 98.6, 73.45, 89.84, 95.19, 95.91, 89.84, 94.17, 96.41, 96.58, 95.19, 96.41, 97.05, 96.8, 95.91, 96.58, 96.8, 96.45, 71.98, 87.36, 92.3, 92.91, 87.36, 91.41, 93.48, 93.58, 92.3, 93.48, 94.07, 93.79, 92.91, 93.58, 93.79, 93.42, 70.11, 84.17, 88.57, 89.05, 84.17, 87.87, 89.71, 89.72, 88.57, 89.71, 90.24, 89.91, 89.05, 89.72, 89.91, 89.51, 67.87, 80.27, 84.03, 84.35, 80.27, 83.54, 85.12, 85.02, 84.03, 85.12, 85.58, 85.19, 84.35, 85.02, 85.19, 84.75, 65.3, 75.67, 78.69, 78.83, 75.67, 78.45, 79.74, 79.51, 78.69, 79.74, 80.12, 79.65, 78.83, 79.51, 79.65, 79.17, 62.48, 70.37, 72.58, 72.51, 70.37, 72.62, 73.58, 73.21, 72.58, 73.58, 73.87, 73.32, 72.51, 73.21, 73.32, 72.79, 59.46, 64.38, 65.73, 65.45, 64.38, 66.06, 66.68, 66.16, 65.73, 66.68, 66.88, 66.24, 65.45, 66.16, 66.24, 65.65,
LC Temperature,
Core Temperature(3D),
Maximum Bank Temperature(3D),99.16
Maximum LC Temperature(3D),100.4
Maximum Core Temperature(3D),-273
Access_trace,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,
Leakage_trace,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
List of benchmarks,d_0,
IPS Performance(3D),
Core Power(3D),
Logic Core Power(3D),.0001,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,
Bank Power(3D),0.193125,
Maximum Layer wise Bank Temperature(3D),74.48, 91.58, 97.23, 98.03, 91.58, 96.11, 98.49, 98.71, 97.23, 98.49, 99.16, 98.94, 98.03, 98.71, 98.94, 98.6, 73.45, 89.84, 95.19, 95.91, 89.84, 94.17, 96.41, 96.58, 95.19, 96.41, 97.05, 96.8, 95.91, 96.58, 96.8, 96.45, 71.98, 87.36, 92.3, 92.91, 87.36, 91.41, 93.48, 93.58, 92.3, 93.48, 94.07, 93.79, 92.91, 93.58, 93.79, 93.42, 70.11, 84.17, 88.57, 89.05, 84.17, 87.87, 89.71, 89.72, 88.57, 89.71, 90.24, 89.91, 89.05, 89.72, 89.91, 89.51, 67.87, 80.27, 84.03, 84.35, 80.27, 83.54, 85.12, 85.02, 84.03, 85.12, 85.58, 85.19, 84.35, 85.02, 85.19, 84.75, 65.3, 75.67, 78.69, 78.83, 75.67, 78.45, 79.74, 79.51, 78.69, 79.74, 80.12, 79.65, 78.83, 79.51, 79.65, 79.17, 62.48, 70.37, 72.58, 72.51, 70.37, 72.62, 73.58, 73.21, 72.58, 73.58, 73.87, 73.32, 72.51, 73.21, 73.32, 72.79, 59.46, 64.38, 65.73, 65.45, 64.38, 66.06, 66.68, 66.16, 65.73, 66.68, 66.88, 66.24, 65.45, 66.16, 66.24, 65.65,
LC Temperature,
Core Temperature(3D),
Maximum Bank Temperature(3D),99.16
Maximum LC Temperature(3D),100.4
Maximum Core Temperature(3D),-273
Access_trace,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,
Leakage_trace,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
List of benchmarks,d_0,
IPS Performance(3D),
Core Power(3D),
Logic Core Power(3D),.0001,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,.2494,
Bank Power(3D),0.193125,
